ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
pick_i-883176,2023-09-04 07:25:38+00:00,pick item,,,['i-883176'],['Echo'],['Marco Pegoraro'],
pick_i-883182,2023-09-04 07:26:28+00:00,pick item,,,['i-883182'],['iPhone 11 Pro'],['Marco Pegoraro'],
confirm_o-990804,2023-09-04 07:33:59+00:00,confirm order,['o-990804'],['Riviera Robotics SAS'],"['i-883184', 'i-883185', 'i-883186']","['Fire Stick 4K', 'Echo Show 5', 'Echo Plus']",['Istvan Koren'],
pay_o-990738,2023-09-04 07:35:16+00:00,pay order,['o-990738'],,"['i-882903', 'i-882904', 'i-882905']","['iPhone 11', 'Fire Stick', 'Kindle']",,
deliver_p-660422,2023-09-04 08:03:00+00:00,package delivered,,,"['i-883081', 'i-882935', 'i-883082', 'i-883145', 'i-883139', 'i-883079']","['iPad', 'Echo Show 8', 'iPhone 11 Pro', 'Kindle', 'iPhone 11 Pro', 'iPad Pro']",['Alessandro Berti'],['p-660422']
place_o-990806,2023-09-04 09:16:38+00:00,place order,['o-990806'],['Pantheon Art Gallery Kft.'],"['i-883192', 'i-883193', 'i-883194']","['Fire Stick 4K', 'iPhone X', 'iPad Pro']",,
out_of_stock_i-883178,2023-09-04 09:32:21+00:00,item out of stock,,,['i-883178'],['iPad Pro'],['Benedikt Knopp'],
pay_o-990730,2023-09-04 10:11:03+00:00,pay order,['o-990730'],,"['i-882881', 'i-882882', 'i-882883', 'i-882884']","['iPhone 8', 'Echo Show 8', 'iPhone 11', 'Echo Show 5']",,
pay_o-990768,2023-09-04 10:39:35+00:00,pay order,['o-990768'],,"['i-883029', 'i-883030', 'i-883031', 'i-883032']","['MacBook Pro', 'iPad Air', 'Echo Show 8', 'iPhone 8']",,
place_o-990807,2023-09-04 10:51:21+00:00,place order,['o-990807'],['Vesta Fashion House GmbH'],"['i-883195', 'i-883196', 'i-883197', 'i-883198', 'i-883199']","['Echo Plus', 'iPhone 8', 'Echo Dot', 'Echo Studio', 'Echo Dot']",,
pick_i-882933,2023-09-04 10:52:45+00:00,pick item,,,['i-882933'],['iPhone 8'],['Detlef Wetzeler'],
pick_i-883186,2023-09-04 11:13:51+00:00,pick item,,,['i-883186'],['Echo Plus'],['Nina Graves'],
place_o-990808,2023-09-04 13:00:48+00:00,place order,['o-990808'],['SwissPeak Timepieces AG'],"['i-883200', 'i-883201', 'i-883202', 'i-883203', 'i-883204', 'i-883205', 'i-883206', 'i-883207', 'i-883208']","['iPad Air', 'iPhone 8', 'iPad mini', 'iPad', 'iPad Pro', 'Echo Dot', 'MacBook Air', 'Echo', 'iPad Pro']",,
out_of_stock_i-883056,2023-09-04 13:11:47+00:00,item out of stock,,,['i-883056'],['Echo Show 5'],['Benedikt Knopp'],
place_o-990809,2023-09-04 14:19:41+00:00,place order,['o-990809'],['Carpathian Financial Services plc'],"['i-883209', 'i-883210', 'i-883211']","['Kindle', 'iPhone 11 Pro', 'Echo Studio']",,
pick_i-883184,2023-09-04 15:22:08+00:00,pick item,,,['i-883184'],['Fire Stick 4K'],['Christopher Schwanen'],
out_of_stock_i-883074,2023-09-04 15:32:20+00:00,item out of stock,,,['i-883074'],['iPhone 11'],['Marco Pegoraro'],
pay_o-990729,2023-09-04 15:48:43+00:00,pay order,['o-990729'],,"['i-882877', 'i-882878', 'i-882879', 'i-882880']","['Echo Plus', 'Echo Plus', 'iPhone X', 'Echo']",,
place_o-990810,2023-09-04 15:57:28+00:00,place order,['o-990810'],['Celtica Green Farms Oy'],"['i-883212', 'i-883213', 'i-883214', 'i-883215', 'i-883216', 'i-883217']","['iPad mini', 'Echo Dot', 'iPad', 'Fire Stick 4K', 'Echo Dot', 'Echo Show 5']",,
pay_o-990763,2023-09-04 17:34:29+00:00,pay order,['o-990763'],,"['i-883006', 'i-883007', 'i-883008', 'i-883009', 'i-883010', 'i-883011']","['Echo Plus', 'Kindle', 'Kindle', 'Echo Studio', 'Fire Stick', 'iPad']",,
pick_i-883188,2023-09-04 17:49:37+00:00,pick item,,,['i-883188'],['iPhone 8'],['Mahsa Bafrani'],
out_of_stock_i-883067,2023-09-04 18:06:54+00:00,item out of stock,,,['i-883067'],['iPad Pro'],['Benedikt Knopp'],
deliver_p-660426,2023-09-04 18:08:12+00:00,package delivered,,,"['i-883137', 'i-883131', 'i-883112', 'i-883134', 'i-883157', 'i-883135', 'i-883160', 'i-883138', 'i-883158', 'i-883136', 'i-882957']","['iPad mini', 'Fire Stick', 'iPhone 11 Pro', 'Echo Studio', 'Fire Stick', 'Echo Show 5', 'iPad', 'iPad Pro', 'iPhone X', 'iPad', 'Fire Stick 4K']",['Gyunam Park'],['p-660426']
place_o-990811,2023-09-04 18:13:02+00:00,place order,['o-990811'],['Balkan Minerals d.o.o.'],"['i-883218', 'i-883219']","['Echo Studio', 'Echo Dot']",,
out_of_stock_i-883126,2023-09-04 18:16:37+00:00,item out of stock,,,['i-883126'],['Echo Show 5'],['Benedikt Knopp'],
deliver_p-660425,2023-09-04 19:09:16+00:00,package delivered,,,"['i-883094', 'i-883096', 'i-882880', 'i-883095']","['MacBook Pro', 'iPhone 8', 'Echo', 'iPad Pro']",['Gyunam Park'],['p-660425']
place_o-990812,2023-09-04 20:15:17+00:00,place order,['o-990812'],['Pantheon Art Gallery Kft.'],"['i-883220', 'i-883221']","['iPhone 8', 'Echo Show 5']",,
reorder_i-883062,2023-09-04 20:32:06+00:00,reorder item,,,['i-883062'],['iPhone X'],['Mahsa Bafrani'],
reorder_i-883040,2023-09-04 21:52:30+00:00,reorder item,,,['i-883040'],['iPhone 11'],['Nina Graves'],
fail_p-660423_122,2023-09-04 22:42:51+00:00,failed delivery,,,['i-883039'],['Echo Show 5'],['Gyunam Park'],['p-660423']
place_o-990813,2023-09-04 23:06:45+00:00,place order,['o-990813'],['Riviera Robotics SAS'],"['i-883222', 'i-883223', 'i-883224', 'i-883225', 'i-883226']","['iPad Air', 'iPhone 8', 'Echo Show 5', 'iPhone 11', 'MacBook Pro']",,
create_p-660428,2023-09-05 01:00:00+00:00,create package,,,"['i-883085', 'i-883125', 'i-883124', 'i-882931', 'i-883003', 'i-882868', 'i-883004', 'i-882905']","['iPhone 11', 'iPad mini', 'iPad', 'Kindle', 'iPad', 'Kindle Paperwhite', 'Fire Stick', 'Kindle']",['Detlef Wetzeler'],['p-660428']
pay_o-990746,2023-09-05 01:48:44+00:00,pay order,['o-990746'],,"['i-882932', 'i-882933', 'i-882934', 'i-882935', 'i-882936']","['Echo Show 8', 'iPhone 8', 'Kindle', 'Echo Show 8', 'Fire Stick']",,
fail_p-660424_123,2023-09-05 02:22:01+00:00,failed delivery,,,"['i-883150', 'i-883148', 'i-883149', 'i-883147', 'i-882894', 'i-882892']","['MacBook Air', 'iPhone 11 Pro', 'Fire Stick', 'Echo Show 8', 'iPhone 8', 'iPad Pro']",['Majid Rafiei'],['p-660424']
out_of_stock_i-883132,2023-09-05 02:35:20+00:00,item out of stock,,,['i-883132'],['iPhone 8'],['Benedikt Knopp'],
deliver_p-660412,2023-09-05 02:53:47+00:00,package delivered,,,"['i-882811', 'i-882807']","['iPad mini', 'Fire Stick 4K']",['Majid Rafiei'],['p-660412']
reorder_i-883057,2023-09-05 04:20:29+00:00,reorder item,,,['i-883057'],['iPhone 8'],['Marco Pegoraro'],
confirm_o-990805,2023-09-05 04:53:39+00:00,confirm order,['o-990805'],['Mediterranea Luxury Cruises S.p.A.'],"['i-883187', 'i-883188', 'i-883189', 'i-883190', 'i-883191']","['Echo Show 5', 'iPhone 8', 'Fire Stick', 'MacBook Air', 'MacBook Air']",['Wil van der Aalst'],
deliver_p-660417,2023-09-05 05:04:18+00:00,package delivered,,,"['i-883024', 'i-883025', 'i-883028', 'i-883099', 'i-883103', 'i-883098', 'i-883113', 'i-883026']","['iPad Air', 'MacBook Air', 'Echo', 'Echo Show 8', 'Echo Plus', 'iPhone 11 Pro', 'iPad', 'Echo Dot']",['Majid Rafiei'],['p-660417']
send_p-660428,2023-09-05 05:38:49+00:00,send package,,,"['i-883085', 'i-883125', 'i-883124', 'i-882931', 'i-883003', 'i-882868', 'i-883004', 'i-882905']","['iPhone 11', 'iPad mini', 'iPad', 'Kindle', 'iPad', 'Kindle Paperwhite', 'Fire Stick', 'Kindle']","['Yisong Zhang', 'Marco Pegoraro']",['p-660428']
pick_i-882906,2023-09-05 06:32:08+00:00,pick item,,,['i-882906'],['iPad'],['Benedikt Knopp'],
pick_i-883032,2023-09-05 06:34:20+00:00,pick item,,,['i-883032'],['iPhone 8'],['Benedikt Knopp'],
pick_i-883192,2023-09-05 07:21:18+00:00,pick item,,,['i-883192'],['Fire Stick 4K'],['Christopher Schwanen'],
pay_o-990741,2023-09-05 07:39:18+00:00,pay order,['o-990741'],,"['i-882913', 'i-882914', 'i-882915', 'i-882916', 'i-882917']","['Echo Plus', 'iPhone 11', 'MacBook Pro', 'iPad Pro', 'MacBook Pro']",,
place_o-990814,2023-09-05 08:56:18+00:00,place order,['o-990814'],['Mediterranea Luxury Cruises S.p.A.'],"['i-883227', 'i-883228', 'i-883229', 'i-883230']","['Echo', 'iPhone 8', 'Fire Stick 4K', 'Echo Show 8']",,
pick_i-883049,2023-09-05 09:24:35+00:00,pick item,,,['i-883049'],['MacBook Pro'],['Nina Graves'],
deliver_p-660418,2023-09-05 09:28:22+00:00,package delivered,,,"['i-883030', 'i-883029']","['iPad Air', 'MacBook Pro']",['Majid Rafiei'],['p-660418']
pay_o-990664,2023-09-05 10:40:37+00:00,pay order,['o-990664'],,"['i-882634', 'i-882635']","['iPad mini', 'iPad mini']",,
pick_i-883201,2023-09-05 10:54:38+00:00,pick item,,,['i-883201'],['iPhone 8'],['Marco Pegoraro'],
place_o-990815,2023-09-05 11:12:32+00:00,place order,['o-990815'],['Danube Pharmaceuticals BV'],"['i-883231', 'i-883232', 'i-883233', 'i-883234', 'i-883235', 'i-883236']","['Fire Stick 4K', 'Echo Show 5', 'Echo Plus', 'iPad Air', 'iPad Air', 'Fire Stick']",,
pick_i-883203,2023-09-05 11:52:28+00:00,pick item,,,['i-883203'],['iPad'],['Leah Tacke genannt Unterberg'],
pick_i-882923,2023-09-05 11:53:57+00:00,pick item,,,['i-882923'],['MacBook Air'],['Nina Graves'],
pick_i-883214,2023-09-05 12:30:18+00:00,pick item,,,['i-883214'],['iPad'],['Leah Tacke genannt Unterberg'],
place_o-990816,2023-09-05 12:43:10+00:00,place order,['o-990816'],['Riviera Robotics SAS'],"['i-883237', 'i-883238', 'i-883239', 'i-883240', 'i-883241']","['Echo Show 8', 'Echo Studio', 'Echo Dot', 'Echo Show 8', 'iPhone 8']",,
out_of_stock_i-883097,2023-09-05 12:54:16+00:00,item out of stock,,,['i-883097'],['MacBook Pro'],['Marco Pegoraro'],
pick_i-883212,2023-09-05 13:07:38+00:00,pick item,,,['i-883212'],['iPad mini'],['Christopher Schwanen'],
out_of_stock_i-883111,2023-09-05 13:39:02+00:00,item out of stock,,,['i-883111'],['Kindle Paperwhite'],['Benedikt Knopp'],
out_of_stock_i-883100,2023-09-05 13:54:02+00:00,item out of stock,,,['i-883100'],['iPhone X'],['Benedikt Knopp'],
pick_i-883187,2023-09-05 14:21:07+00:00,pick item,,,['i-883187'],['Echo Show 5'],['Marco Pegoraro'],
pay_o-990766,2023-09-05 14:39:00+00:00,pay order,['o-990766'],,"['i-883021', 'i-883022', 'i-883023']","['Fire Stick', 'Fire Stick 4K', 'Echo Show 5']",,
place_o-990817,2023-09-05 14:44:25+00:00,place order,['o-990817'],['AlpenTech Innovations AG'],"['i-883242', 'i-883243', 'i-883244', 'i-883245', 'i-883246', 'i-883247', 'i-883248', 'i-883249', 'i-883250', 'i-883251', 'i-883252']","['iPhone 8', 'iPhone 11 Pro', 'iPad', 'Kindle', 'Echo Dot', 'iPad', 'iPhone 8', 'Echo Plus', 'MacBook Air', 'Echo Show 5', 'Echo Show 5']",,
create_p-660429,2023-09-05 15:15:19+00:00,create package,,,"['i-882859', 'i-883152', 'i-883049', 'i-883093']","['iPhone X', 'iPad', 'MacBook Pro', 'Echo Show 5']",['Nina Graves'],['p-660429']
pick_i-883205,2023-09-05 15:15:19+00:00,pick item,,,['i-883205'],['Echo Dot'],['Marco Pegoraro'],
pay_o-990686,2023-09-05 15:37:55+00:00,pay order,['o-990686'],,"['i-882723', 'i-882724', 'i-882725']","['iPhone 11 Pro', 'iPhone 11', 'Fire Stick']",,
deliver_p-660427,2023-09-05 15:49:39+00:00,package delivered,,,"['i-883105', 'i-883119', 'i-883106', 'i-883109', 'i-883117', 'i-883116', 'i-883122', 'i-883128', 'i-883129', 'i-883108', 'i-883118', 'i-883123', 'i-883127', 'i-883180', 'i-883177', 'i-883087']","['Echo', 'iPad Air', 'Kindle Paperwhite', 'iPhone 11', 'iPad mini', 'Echo Studio', 'MacBook Pro', 'Echo Dot', 'Echo Show 8', 'iPad Pro', 'iPhone X', 'iPad Air', 'iPad Air', 'iPhone 11', 'MacBook Pro', 'Fire Stick 4K']",['Majid Rafiei'],['p-660427']
out_of_stock_i-883159,2023-09-05 16:05:07+00:00,item out of stock,,,['i-883159'],['MacBook Air'],['Marco Pegoraro'],
pick_i-883031,2023-09-05 16:27:46+00:00,pick item,,,['i-883031'],['Echo Show 8'],['Leah Tacke genannt Unterberg'],
pay_o-990734,2023-09-05 16:27:53+00:00,pay order,['o-990734'],,"['i-882894', 'i-882895']","['iPhone 8', 'Echo Plus']",,
pick_i-883206,2023-09-05 16:45:40+00:00,pick item,,,['i-883206'],['MacBook Air'],['Mahsa Bafrani'],
place_o-990818,2023-09-05 16:46:56+00:00,place order,['o-990818'],['Vesta Fashion House GmbH'],"['i-883253', 'i-883254', 'i-883255', 'i-883256']","['Echo Plus', 'iPhone 11', 'Echo', 'iPhone 11 Pro']",,
out_of_stock_i-883161,2023-09-05 17:30:04+00:00,item out of stock,,,['i-883161'],['Echo'],['Nina Graves'],
pick_i-882998,2023-09-05 17:41:05+00:00,pick item,,,['i-882998'],['iPhone 11'],['Christopher Schwanen'],
create_p-660430,2023-09-05 18:15:01+00:00,create package,,,"['i-883167', 'i-883153', 'i-883154', 'i-882915', 'i-883168', 'i-882856', 'i-883166', 'i-883120']","['Kindle Paperwhite', 'Echo Show 5', 'Fire Stick', 'MacBook Pro', 'Echo', 'iPhone 11 Pro', 'Kindle Paperwhite', 'iPad mini']",['Detlef Wetzeler'],['p-660430']
pick_i-883213,2023-09-05 18:15:01+00:00,pick item,,,['i-883213'],['Echo Dot'],['Leah Tacke genannt Unterberg'],
pick_i-883198,2023-09-05 18:17:00+00:00,pick item,,,['i-883198'],['Echo Studio'],['Leah Tacke genannt Unterberg'],
confirm_o-990807,2023-09-05 18:21:30+00:00,confirm order,['o-990807'],['Vesta Fashion House GmbH'],"['i-883195', 'i-883196', 'i-883197', 'i-883198', 'i-883199']","['Echo Plus', 'iPhone 8', 'Echo Dot', 'Echo Studio', 'Echo Dot']",['Jan Niklas Adams'],
pick_i-883068,2023-09-05 18:34:11+00:00,pick item,,,['i-883068'],['iPad mini'],['Detlef Wetzeler'],
pick_i-882955,2023-09-05 18:48:59+00:00,pick item,,,['i-882955'],['Kindle'],['Mahsa Bafrani'],
confirm_o-990806,2023-09-05 18:51:56+00:00,confirm order,['o-990806'],['Pantheon Art Gallery Kft.'],"['i-883192', 'i-883193', 'i-883194']","['Fire Stick 4K', 'iPhone X', 'iPad Pro']",['Christine von Dobbert'],
place_o-990819,2023-09-05 18:51:58+00:00,place order,['o-990819'],['Vesta Fashion House GmbH'],"['i-883257', 'i-883258']","['Kindle Paperwhite', 'iPhone 11 Pro']",,
pick_i-883015,2023-09-05 19:15:32+00:00,pick item,,,['i-883015'],['iPad'],['Nina Graves'],
pick_i-883190,2023-09-05 19:52:59+00:00,pick item,,,['i-883190'],['MacBook Air'],['Leah Tacke genannt Unterberg'],
send_p-660429,2023-09-05 20:02:41+00:00,send package,,,"['i-882859', 'i-883152', 'i-883049', 'i-883093']","['iPhone X', 'iPad', 'MacBook Pro', 'Echo Show 5']","['Yisong Zhang', 'Mahsa Bafrani']",['p-660429']
pick_i-883220,2023-09-05 20:17:47+00:00,pick item,,,['i-883220'],['iPhone 8'],['Christopher Schwanen'],
confirm_o-990808,2023-09-05 20:18:41+00:00,confirm order,['o-990808'],['SwissPeak Timepieces AG'],"['i-883200', 'i-883201', 'i-883202', 'i-883203', 'i-883204', 'i-883205', 'i-883206', 'i-883207', 'i-883208']","['iPad Air', 'iPhone 8', 'iPad mini', 'iPad', 'iPad Pro', 'Echo Dot', 'MacBook Air', 'Echo', 'iPad Pro']",['Christine von Dobbert'],
pick_i-883225,2023-09-05 20:32:45+00:00,pick item,,,['i-883225'],['iPhone 11'],['Mahsa Bafrani'],
out_of_stock_i-883156,2023-09-05 21:08:51+00:00,item out of stock,,,['i-883156'],['iPhone X'],['Marco Pegoraro'],
reminder_o-990662_176,2023-09-05 21:59:19+00:00,payment reminder,['o-990662'],,"['i-882622', 'i-882623', 'i-882624', 'i-882625', 'i-882626', 'i-882627']","['Fire Stick 4K', 'MacBook Air', 'iPhone 8', 'MacBook Air', 'Kindle Paperwhite', 'MacBook Air']",,
place_o-990820,2023-09-05 22:12:05+00:00,place order,['o-990820'],['Vesta Fashion House GmbH'],"['i-883259', 'i-883260', 'i-883261']","['Echo', 'iPhone 11 Pro', 'iPad mini']",,
create_p-660431,2023-09-05 22:34:15+00:00,create package,,,"['i-882906', 'i-883101']","['iPad', 'Echo']",['Mahsa Bafrani'],['p-660431']
pick_i-883222,2023-09-05 22:34:15+00:00,pick item,,,['i-883222'],['iPad Air'],['Detlef Wetzeler'],
send_p-660430,2023-09-05 23:06:39+00:00,send package,,,"['i-883167', 'i-883153', 'i-883154', 'i-882915', 'i-883168', 'i-882856', 'i-883166', 'i-883120']","['Kindle Paperwhite', 'Echo Show 5', 'Fire Stick', 'MacBook Pro', 'Echo', 'iPhone 11 Pro', 'Kindle Paperwhite', 'iPad mini']","['Gyunam Park', 'Nina Graves']",['p-660430']
pick_i-883224,2023-09-05 23:16:05+00:00,pick item,,,['i-883224'],['Echo Show 5'],['Mahsa Bafrani'],
pay_o-990684,2023-09-05 23:27:52+00:00,pay order,['o-990684'],,"['i-882713', 'i-882714', 'i-882715', 'i-882716', 'i-882717', 'i-882718', 'i-882719']","['MacBook Pro', 'iPad', 'iPhone X', 'Echo Plus', 'iPhone 11 Pro', 'iPhone X', 'Fire Stick']",,
create_p-660432,2023-09-05 23:48:18+00:00,create package,,,"['i-882938', 'i-882898', 'i-882870', 'i-882937', 'i-882896']","['Echo Studio', 'iPad', 'Kindle', 'Kindle', 'Echo']",['Leah Tacke genannt Unterberg'],['p-660432']
pick_i-882913,2023-09-05 23:48:18+00:00,pick item,,,['i-882913'],['Echo Plus'],['Nina Graves'],
pick_i-883202,2023-09-06 00:24:23+00:00,pick item,,,['i-883202'],['iPad mini'],['Detlef Wetzeler'],
pick_i-883191,2023-09-06 01:19:13+00:00,pick item,,,['i-883191'],['MacBook Air'],['Nina Graves'],
fail_p-660415_124,2023-09-06 01:29:57+00:00,failed delivery,,,"['i-882790', 'i-882841', 'i-882799', 'i-883088', 'i-883089', 'i-883090', 'i-883086', 'i-883104', 'i-883107', 'i-882788']","['MacBook Pro', 'iPad Pro', 'iPhone 11 Pro', 'iPhone 8', 'Echo Studio', 'iPad Pro', 'iPhone 11 Pro', 'Kindle Paperwhite', 'Kindle', 'Echo']",['Gyunam Park'],['p-660415']
pick_i-883189,2023-09-06 01:45:15+00:00,pick item,,,['i-883189'],['Fire Stick'],['Marco Pegoraro'],
confirm_o-990809,2023-09-06 02:03:52+00:00,confirm order,['o-990809'],['Carpathian Financial Services plc'],"['i-883209', 'i-883210', 'i-883211']","['Kindle', 'iPhone 11 Pro', 'Echo Studio']",['Istvan Koren'],
pick_i-883193,2023-09-06 02:25:02+00:00,pick item,,,['i-883193'],['iPhone X'],['Detlef Wetzeler'],
create_p-660433,2023-09-06 03:20:03+00:00,create package,,,"['i-883142', 'i-883143', 'i-882933', 'i-883188', 'i-883187', 'i-883190', 'i-883191', 'i-883189', 'i-883144']","['Echo Dot', 'iPhone X', 'iPhone 8', 'iPhone 8', 'Echo Show 5', 'MacBook Air', 'MacBook Air', 'Fire Stick', 'Echo']",['Detlef Wetzeler'],['p-660433']
pick_i-883204,2023-09-06 03:20:03+00:00,pick item,,,['i-883204'],['iPad Pro'],['Christopher Schwanen'],
send_p-660431,2023-09-06 03:26:04+00:00,send package,,,"['i-882906', 'i-883101']","['iPad', 'Echo']","['Majid Rafiei', 'Leah Tacke genannt Unterberg']",['p-660431']
confirm_o-990811,2023-09-06 03:40:47+00:00,confirm order,['o-990811'],['Balkan Minerals d.o.o.'],"['i-883218', 'i-883219']","['Echo Studio', 'Echo Dot']",['Christine von Dobbert'],
reorder_i-883151,2023-09-06 03:46:29+00:00,reorder item,,,['i-883151'],['Echo Dot'],['Nina Graves'],
pick_i-883195,2023-09-06 03:52:06+00:00,pick item,,,['i-883195'],['Echo Plus'],['Christopher Schwanen'],
pick_i-883197,2023-09-06 04:32:21+00:00,pick item,,,['i-883197'],['Echo Dot'],['Marco Pegoraro'],
reminder_o-990762_177,2023-09-06 04:35:01+00:00,payment reminder,['o-990762'],,"['i-883000', 'i-883001', 'i-883002', 'i-883003', 'i-883004', 'i-883005']","['MacBook Pro', 'Echo Plus', 'iPhone 8', 'iPad', 'Fire Stick', 'iPhone 8']",,
pick_i-883084,2023-09-06 04:45:58+00:00,pick item,,,['i-883084'],['Echo Show 5'],['Detlef Wetzeler'],
send_p-660432,2023-09-06 05:08:34+00:00,send package,,,"['i-882938', 'i-882898', 'i-882870', 'i-882937', 'i-882896']","['Echo Studio', 'iPad', 'Kindle', 'Kindle', 'Echo']","['Alessandro Berti', 'Nina Graves']",['p-660432']
confirm_o-990810,2023-09-06 05:24:02+00:00,confirm order,['o-990810'],['Celtica Green Farms Oy'],"['i-883212', 'i-883213', 'i-883214', 'i-883215', 'i-883216', 'i-883217']","['iPad mini', 'Echo Dot', 'iPad', 'Fire Stick 4K', 'Echo Dot', 'Echo Show 5']",['Istvan Koren'],
pick_i-883216,2023-09-06 06:12:11+00:00,pick item,,,['i-883216'],['Echo Dot'],['Detlef Wetzeler'],
pick_i-883208,2023-09-06 06:14:28+00:00,pick item,,,['i-883208'],['iPad Pro'],['Christopher Schwanen'],
pick_i-883227,2023-09-06 06:47:36+00:00,pick item,,,['i-883227'],['Echo'],['Mahsa Bafrani'],
pick_i-883211,2023-09-06 07:20:21+00:00,pick item,,,['i-883211'],['Echo Studio'],['Marco Pegoraro'],
confirm_o-990812,2023-09-06 08:10:25+00:00,confirm order,['o-990812'],['Pantheon Art Gallery Kft.'],"['i-883220', 'i-883221']","['iPhone 8', 'Echo Show 5']",['Istvan Koren'],
place_o-990821,2023-09-06 08:12:21+00:00,place order,['o-990821'],['Baltic Wave Energies Ltd.'],"['i-883262', 'i-883263', 'i-883264', 'i-883265', 'i-883266', 'i-883267', 'i-883268']","['Kindle Paperwhite', 'iPhone 11 Pro', 'MacBook Air', 'Echo Plus', 'iPhone 11', 'iPhone X', 'iPad mini']",,
pick_i-883221,2023-09-06 08:23:23+00:00,pick item,,,['i-883221'],['Echo Show 5'],['Detlef Wetzeler'],
send_p-660433,2023-09-06 08:35:01+00:00,send package,,,"['i-883142', 'i-883143', 'i-882933', 'i-883188', 'i-883187', 'i-883190', 'i-883191', 'i-883189', 'i-883144']","['Echo Dot', 'iPhone X', 'iPhone 8', 'iPhone 8', 'Echo Show 5', 'MacBook Air', 'MacBook Air', 'Fire Stick', 'Echo']","['Viki Peeva', 'Mahsa Bafrani']",['p-660433']
reorder_i-883092,2023-09-06 08:35:06+00:00,reorder item,,,['i-883092'],['MacBook Air'],['Leah Tacke genannt Unterberg'],
pay_o-990736,2023-09-06 09:07:17+00:00,pay order,['o-990736'],,['i-882900'],['iPhone 8'],,
reorder_i-883133,2023-09-06 09:11:32+00:00,reorder item,,,['i-883133'],['Echo Show 8'],['Mahsa Bafrani'],
pay_o-990779,2023-09-06 09:13:06+00:00,pay order,['o-990779'],,"['i-883086', 'i-883087', 'i-883088', 'i-883089', 'i-883090']","['iPhone 11 Pro', 'Fire Stick 4K', 'iPhone 8', 'Echo Studio', 'iPad Pro']",,
pay_o-990792,2023-09-06 09:15:08+00:00,pay order,['o-990792'],,"['i-883131', 'i-883132', 'i-883133', 'i-883134', 'i-883135', 'i-883136', 'i-883137', 'i-883138']","['Fire Stick', 'iPhone 8', 'Echo Show 8', 'Echo Studio', 'Echo Show 5', 'iPad', 'iPad mini', 'iPad Pro']",,
create_p-660434,2023-09-06 09:16:41+00:00,create package,,,"['i-883172', 'i-883170', 'i-883198', 'i-883195', 'i-883197', 'i-883196', 'i-883169']","['Echo', 'MacBook Air', 'Echo Studio', 'Echo Plus', 'Echo Dot', 'iPhone 8', 'iPhone 11']",['Christopher Schwanen'],['p-660434']
pick_i-883196,2023-09-06 09:16:41+00:00,pick item,,,['i-883196'],['iPhone 8'],['Benedikt Knopp'],
pick_i-883237,2023-09-06 09:53:04+00:00,pick item,,,['i-883237'],['Echo Show 8'],['Christopher Schwanen'],
place_o-990822,2023-09-06 10:06:37+00:00,place order,['o-990822'],['Danube Pharmaceuticals BV'],"['i-883269', 'i-883270', 'i-883271']","['Echo Show 5', 'iPad Air', 'MacBook Air']",,
confirm_o-990813,2023-09-06 10:12:00+00:00,confirm order,['o-990813'],['Riviera Robotics SAS'],"['i-883222', 'i-883223', 'i-883224', 'i-883225', 'i-883226']","['iPad Air', 'iPhone 8', 'Echo Show 5', 'iPhone 11', 'MacBook Pro']",['Jan Niklas Adams'],
pick_i-883241,2023-09-06 10:19:19+00:00,pick item,,,['i-883241'],['iPhone 8'],['Nina Graves'],
pick_i-883249,2023-09-06 10:34:22+00:00,pick item,,,['i-883249'],['Echo Plus'],['Benedikt Knopp'],
pick_i-883245,2023-09-06 10:53:43+00:00,pick item,,,['i-883245'],['Kindle'],['Nina Graves'],
pick_i-883207,2023-09-06 11:16:48+00:00,pick item,,,['i-883207'],['Echo'],['Mahsa Bafrani'],
place_o-990823,2023-09-06 11:31:20+00:00,place order,['o-990823'],['Iberian Sun Solaridades SA'],"['i-883272', 'i-883273', 'i-883274', 'i-883275', 'i-883276']","['Kindle', 'MacBook Pro', 'MacBook Air', 'Kindle', 'Echo']",,
pick_i-883244,2023-09-06 11:43:04+00:00,pick item,,,['i-883244'],['iPad'],['Benedikt Knopp'],
create_p-660435,2023-09-06 11:53:56+00:00,create package,,,"['i-883164', 'i-883162', 'i-883163', 'i-882925', 'i-882924', 'i-882923', 'i-883165']","['Fire Stick 4K', 'iPad Air', 'iPad mini', 'iPad Pro', 'Fire Stick', 'MacBook Air', 'iPhone 11']",['Benedikt Knopp'],['p-660435']
pick_i-883228,2023-09-06 11:53:56+00:00,pick item,,,['i-883228'],['iPhone 8'],['Marco Pegoraro'],
pick_i-883114,2023-09-06 12:06:24+00:00,pick item,,,['i-883114'],['MacBook Air'],['Marco Pegoraro'],
reminder_o-990758_178,2023-09-06 12:14:01+00:00,payment reminder,['o-990758'],,"['i-882979', 'i-882980', 'i-882981', 'i-882982']","['Echo Studio', 'Kindle Paperwhite', 'iPhone 11 Pro', 'Echo Show 5']",,
deliver_p-660423,2023-09-06 12:34:01+00:00,package delivered,,,['i-883039'],['Echo Show 5'],['Gyunam Park'],['p-660423']
