ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
pick_i-883846,2023-10-05 09:41:15+00:00,pick item,,,['i-883846'],['Echo Dot'],['Leah Tacke genannt Unterberg'],
place_o-990995,2023-10-05 10:26:08+00:00,place order,['o-990995'],['Vesta Fashion House GmbH'],"['i-883911', 'i-883912', 'i-883913', 'i-883914', 'i-883915', 'i-883916']","['iPad Pro', 'Fire Stick 4K', 'MacBook Air', 'Kindle Paperwhite', 'Fire Stick', 'iPhone X']",,
send_p-660522,2023-10-05 11:14:08+00:00,send package,,,"['i-883615', 'i-883863', 'i-883864', 'i-883519']","['Echo Studio', 'Kindle', 'Echo Plus', 'iPad Air']","['Majid Rafiei', 'Benedikt Knopp']",['p-660522']
deliver_p-660517,2023-10-05 11:52:09+00:00,package delivered,,,"['i-883758', 'i-883540', 'i-883507']","['iPhone X', 'Kindle', 'iPhone 8']",['Alessandro Berti'],['p-660517']
pick_i-883862,2023-10-05 11:53:02+00:00,pick item,,,['i-883862'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
pick_i-883861,2023-10-05 11:53:02+00:00,pick item,,,['i-883861'],['Fire Stick 4K'],['Christopher Schwanen'],
place_o-990996,2023-10-05 12:10:21+00:00,place order,['o-990996'],['Eastern Oak Insurance Zrt.'],"['i-883917', 'i-883918', 'i-883919', 'i-883920', 'i-883921', 'i-883922', 'i-883923', 'i-883924']","['iPhone 11', 'MacBook Air', 'Echo', 'iPhone X', 'iPhone 11', 'iPad', 'Fire Stick 4K', 'Echo Studio']",,
pick_i-883867,2023-10-05 13:37:29+00:00,pick item,,,['i-883867'],['iPad'],['Christopher Schwanen'],
place_o-990997,2023-10-05 13:38:48+00:00,place order,['o-990997'],['Vesta Fashion House GmbH'],"['i-883925', 'i-883926', 'i-883927']","['Echo Show 5', 'Echo', 'Echo Studio']",,
send_p-660523,2023-10-05 14:41:15+00:00,send package,,,"['i-883789', 'i-883791', 'i-883786', 'i-883787', 'i-883788', 'i-883850', 'i-883872', 'i-883851', 'i-883849', 'i-883790']","['Echo Show 5', 'iPhone 11', 'Fire Stick 4K', 'Echo Show 8', 'MacBook Pro', 'Echo Show 8', 'Echo Show 5', 'Fire Stick', 'iPad Pro', 'MacBook Air']","['Majid Rafiei', 'Majid Rafiei']",['p-660523']
deliver_p-660518,2023-10-05 14:50:22+00:00,package delivered,,,"['i-883752', 'i-883744', 'i-883743', 'i-883750', 'i-883748', 'i-883756', 'i-883754', 'i-883817', 'i-883828', 'i-883753']","['iPad', 'Echo Show 5', 'Fire Stick 4K', 'Echo', 'Echo Plus', 'Kindle', 'iPhone 8', 'Echo Show 5', 'iPad mini', 'Echo']",['Eduardo Goulart Rocha'],['p-660518']
pick_i-883877,2023-10-05 14:53:15+00:00,pick item,,,['i-883877'],['iPad'],['Christopher Schwanen'],
pick_i-883876,2023-10-05 14:53:15+00:00,pick item,,,['i-883876'],['Echo Studio'],['Detlef Wetzeler'],
pay_o-990902,2023-10-05 15:04:17+00:00,pay order,['o-990902'],,['i-883584'],['Kindle'],,
pick_i-883868,2023-10-05 15:06:24+00:00,pick item,,,['i-883868'],['MacBook Air'],['Detlef Wetzeler'],
pick_i-883869,2023-10-05 15:06:24+00:00,pick item,,,['i-883869'],['iPad mini'],['Nina Graves'],
pick_i-883852,2023-10-05 15:07:28+00:00,pick item,,,['i-883852'],['iPhone 11'],['Detlef Wetzeler'],
place_o-990998,2023-10-05 15:35:41+00:00,place order,['o-990998'],['Golden Fleece Textiles S.A.R.L.'],"['i-883928', 'i-883929']","['iPad Pro', 'iPad Pro']",,
confirm_o-990986,2023-10-05 16:16:35+00:00,confirm order,['o-990986'],['Vesta Fashion House GmbH'],"['i-883874', 'i-883875', 'i-883876', 'i-883877']","['iPad', 'iPad Air', 'Echo Studio', 'iPad']",['Jan Niklas Adams'],
pick_i-883853,2023-10-05 17:13:01+00:00,pick item,,,['i-883853'],['Echo Dot'],['Marco Pegoraro'],
place_o-990999,2023-10-05 17:29:28+00:00,place order,['o-990999'],['AlpenTech Innovations AG'],"['i-883930', 'i-883931', 'i-883932', 'i-883933', 'i-883934']","['Kindle', 'iPad Air', 'Echo Show 5', 'iPhone 11', 'iPhone 8']",,
reorder_i-883737,2023-10-05 17:53:52+00:00,reorder item,,,['i-883737'],['MacBook Air'],['Mahsa Bafrani'],
pay_o-990906,2023-10-05 18:03:17+00:00,pay order,['o-990906'],,"['i-883591', 'i-883592', 'i-883593', 'i-883594', 'i-883595', 'i-883596', 'i-883597', 'i-883598', 'i-883599']","['Kindle', 'Kindle', 'Echo Plus', 'Echo Show 8', 'Kindle', 'Echo Dot', 'iPad Air', 'iPhone X', 'iPhone 11 Pro']",,
out_of_stock_i-883807,2023-10-05 19:12:04+00:00,item out of stock,,,['i-883807'],['iPad Pro'],['Marco Pegoraro'],
place_o-991000,2023-10-05 19:17:02+00:00,place order,['o-991000'],['Carpathian Financial Services plc'],['i-883935'],['MacBook Pro'],,
create_p-660524,2023-10-05 19:22:42+00:00,create package,,,"['i-883794', 'i-883821', 'i-883823', 'i-883820', 'i-883824', 'i-883866', 'i-883867', 'i-883793']","['Kindle Paperwhite', 'Echo Plus', 'Kindle', 'iPad', 'iPad', 'Echo', 'iPad', 'Echo Show 8']",['Leah Tacke genannt Unterberg'],['p-660524']
pick_i-883678,2023-10-05 19:22:42+00:00,pick item,,,['i-883678'],['Echo Show 8'],['Marco Pegoraro'],
pick_i-883858,2023-10-05 19:24:08+00:00,pick item,,,['i-883858'],['MacBook Pro'],['Detlef Wetzeler'],
pick_i-883881,2023-10-05 19:26:40+00:00,pick item,,,['i-883881'],['Echo'],['Detlef Wetzeler'],
pay_o-990895,2023-10-05 20:34:48+00:00,pay order,['o-990895'],,"['i-883556', 'i-883557', 'i-883558']","['iPad Pro', 'iPhone X', 'iPhone X']",,
pick_i-883860,2023-10-05 20:46:22+00:00,pick item,,,['i-883860'],['Echo Show 5'],['Marco Pegoraro'],
confirm_o-990987,2023-10-05 20:50:00+00:00,confirm order,['o-990987'],['Danube Pharmaceuticals BV'],"['i-883878', 'i-883879', 'i-883880', 'i-883881', 'i-883882']","['iPhone X', 'Fire Stick', 'iPhone X', 'Echo', 'iPhone 11']",['Christine von Dobbert'],
pick_i-883885,2023-10-05 20:51:25+00:00,pick item,,,['i-883885'],['iPad mini'],['Christopher Schwanen'],
pick_i-883884,2023-10-05 20:51:25+00:00,pick item,,,['i-883884'],['Echo Show 5'],['Leah Tacke genannt Unterberg'],
pick_i-883883,2023-10-05 20:51:25+00:00,pick item,,,['i-883883'],['iPad Air'],['Mahsa Bafrani'],
place_o-991001,2023-10-05 22:10:15+00:00,place order,['o-991001'],['Nordica Systems GmbH'],"['i-883936', 'i-883937', 'i-883938', 'i-883939']","['Echo Plus', 'iPad Air', 'Echo Show 5', 'Echo Plus']",,
confirm_o-990988,2023-10-05 22:14:45+00:00,confirm order,['o-990988'],['Balkan Minerals d.o.o.'],"['i-883883', 'i-883884', 'i-883885', 'i-883886', 'i-883887']","['iPad Air', 'Echo Show 5', 'iPad mini', 'Kindle', 'Echo Show 5']",['Christine von Dobbert'],
pay_o-990872,2023-10-05 22:18:29+00:00,pay order,['o-990872'],,"['i-883458', 'i-883459', 'i-883460']","['Echo Studio', 'iPad Air', 'Kindle']",,
pick_i-883873,2023-10-05 22:28:43+00:00,pick item,,,['i-883873'],['iPhone 11'],['Nina Graves'],
create_p-660525,2023-10-05 22:40:56+00:00,create package,,,"['i-883892', 'i-883799']","['iPad Pro', 'Echo Plus']",['Mahsa Bafrani'],['p-660525']
pick_i-883892,2023-10-05 22:40:56+00:00,pick item,,,['i-883892'],['iPad Pro'],['Leah Tacke genannt Unterberg'],
deliver_p-660519,2023-10-05 23:42:48+00:00,package delivered,,,"['i-883798', 'i-883796', 'i-883795', 'i-883806', 'i-883809', 'i-883810', 'i-883805', 'i-883808', 'i-883549']","['iPhone 8', 'Kindle', 'MacBook Air', 'iPad', 'Kindle', 'Echo Dot', 'Kindle', 'iPhone 11', 'iPad']",['Gyunam Park'],['p-660519']
pay_o-990896,2023-10-05 23:53:55+00:00,pay order,['o-990896'],,"['i-883559', 'i-883560', 'i-883561']","['MacBook Pro', 'Kindle Paperwhite', 'Echo Studio']",,
pick_i-883870,2023-10-05 23:59:44+00:00,pick item,,,['i-883870'],['Kindle'],['Benedikt Knopp'],
confirm_o-990989,2023-10-06 00:04:16+00:00,confirm order,['o-990989'],['Eastern Oak Insurance Zrt.'],"['i-883888', 'i-883889', 'i-883890', 'i-883891', 'i-883892', 'i-883893']","['iPhone 8', 'Echo Plus', 'iPad Air', 'iPad Air', 'iPad Pro', 'Echo Show 8']",['Mara Nitschke'],
pay_o-990909,2023-10-06 00:09:34+00:00,pay order,['o-990909'],,"['i-883606', 'i-883607', 'i-883608']","['iPhone 11', 'Kindle Paperwhite', 'iPad Pro']",,
create_p-660526,2023-10-06 00:19:58+00:00,create package,,,"['i-883778', 'i-883637', 'i-883801', 'i-883847', 'i-883856', 'i-883846', 'i-883858', 'i-883580']","['Echo Studio', 'iPhone X', 'iPad Air', 'iPhone 8', 'Echo Show 5', 'Echo Dot', 'MacBook Pro', 'iPad']",['Leah Tacke genannt Unterberg'],['p-660526']
pick_i-883896,2023-10-06 00:19:58+00:00,pick item,,,['i-883896'],['Echo Studio'],['Christopher Schwanen'],
pick_i-883894,2023-10-06 00:19:58+00:00,pick item,,,['i-883894'],['Echo Plus'],['Detlef Wetzeler'],
send_p-660524,2023-10-06 00:22:42+00:00,send package,,,"['i-883794', 'i-883821', 'i-883823', 'i-883820', 'i-883824', 'i-883866', 'i-883867', 'i-883793']","['Kindle Paperwhite', 'Echo Plus', 'Kindle', 'iPad', 'iPad', 'Echo', 'iPad', 'Echo Show 8']","['Alessandro Berti', 'Christopher Schwanen']",['p-660524']
pick_i-883900,2023-10-06 00:24:41+00:00,pick item,,,['i-883900'],['iPhone 11 Pro'],['Nina Graves'],
pay_o-990874,2023-10-06 01:18:14+00:00,pay order,['o-990874'],,"['i-883468', 'i-883469', 'i-883470', 'i-883471', 'i-883472', 'i-883473', 'i-883474', 'i-883475', 'i-883476']","['Echo Studio', 'Echo Dot', 'iPhone X', 'Echo Show 5', 'Fire Stick', 'iPhone 11 Pro', 'iPad mini', 'Echo Plus', 'iPhone 8']",,
confirm_o-990990,2023-10-06 01:43:18+00:00,confirm order,['o-990990'],['Celtica Green Farms Oy'],"['i-883894', 'i-883895', 'i-883896', 'i-883897', 'i-883898', 'i-883899']","['Echo Plus', 'Echo Dot', 'Echo Studio', 'iPhone 11', 'iPhone 11 Pro', 'iPad Air']",['Istvan Koren'],
pay_o-990795,2023-10-06 02:08:29+00:00,pay order,['o-990795'],,"['i-883160', 'i-883161']","['Echo Studio', 'MacBook Pro']",,
send_p-660525,2023-10-06 03:40:56+00:00,send package,,,"['i-883892', 'i-883799']","['iPad Pro', 'Echo Plus']","['Gyunam Park', 'Marco Pegoraro']",['p-660525']
confirm_o-990991,2023-10-06 04:01:21+00:00,confirm order,['o-990991'],['Celtica Green Farms Oy'],"['i-883900', 'i-883901', 'i-883902']","['iPhone 11 Pro', 'Kindle Paperwhite', 'MacBook Pro']",['Istvan Koren'],
out_of_stock_i-883811,2023-10-06 04:41:20+00:00,item out of stock,,,['i-883811'],['Echo Show 8'],['Benedikt Knopp'],
send_p-660526,2023-10-06 05:19:58+00:00,send package,,,"['i-883778', 'i-883637', 'i-883801', 'i-883847', 'i-883856', 'i-883846', 'i-883858', 'i-883580']","['Echo Studio', 'iPhone X', 'iPad Air', 'iPhone 8', 'Echo Show 5', 'Echo Dot', 'MacBook Pro', 'iPad']","['Majid Rafiei', 'Marco Pegoraro']",['p-660526']
confirm_o-990992,2023-10-06 05:37:28+00:00,confirm order,['o-990992'],['Pantheon Art Gallery Kft.'],"['i-883903', 'i-883904']","['Echo Plus', 'iPhone 11']",['Istvan Koren'],
pick_i-883878,2023-10-06 06:33:20+00:00,pick item,,,['i-883878'],['iPhone X'],['Leah Tacke genannt Unterberg'],
pick_i-883906,2023-10-06 07:38:35+00:00,pick item,,,['i-883906'],['iPhone X'],['Nina Graves'],
pick_i-883905,2023-10-06 07:38:35+00:00,pick item,,,['i-883905'],['iPhone 11 Pro'],['Benedikt Knopp'],
pick_i-883887,2023-10-06 07:58:05+00:00,pick item,,,['i-883887'],['Echo Show 5'],['Mahsa Bafrani'],
place_o-991002,2023-10-06 08:02:26+00:00,place order,['o-991002'],['Mediterranea Luxury Cruises S.p.A.'],"['i-883940', 'i-883941', 'i-883942']","['iPad Air', 'MacBook Air', 'Fire Stick 4K']",,
confirm_o-990993,2023-10-06 09:01:55+00:00,confirm order,['o-990993'],['Danube Pharmaceuticals BV'],"['i-883905', 'i-883906']","['iPhone 11 Pro', 'iPhone X']",['Mara Nitschke'],
pick_i-883893,2023-10-06 09:47:36+00:00,pick item,,,['i-883893'],['Echo Show 8'],['Nina Graves'],
place_o-991003,2023-10-06 09:51:45+00:00,place order,['o-991003'],['Riviera Robotics SAS'],['i-883943'],['Echo Show 5'],,
create_p-660527,2023-10-06 11:26:38+00:00,create package,,,"['i-883836', 'i-883837', 'i-883834', 'i-883838', 'i-883835', 'i-883559']","['Kindle', 'iPad Air', 'MacBook Air', 'iPhone 11 Pro', 'Kindle Paperwhite', 'MacBook Pro']",['Benedikt Knopp'],['p-660527']
pick_i-883899,2023-10-06 11:26:38+00:00,pick item,,,['i-883899'],['iPad Air'],['Christopher Schwanen'],
place_o-991004,2023-10-06 12:01:36+00:00,place order,['o-991004'],['Balkan Minerals d.o.o.'],"['i-883944', 'i-883945', 'i-883946', 'i-883947', 'i-883948', 'i-883949']","['iPad Air', 'MacBook Pro', 'Echo Show 8', 'iPhone 11', 'iPad mini', 'Echo Show 8']",,
pick_i-883875,2023-10-06 13:06:35+00:00,pick item,,,['i-883875'],['iPad Air'],['Leah Tacke genannt Unterberg'],
place_o-991005,2023-10-06 13:21:17+00:00,place order,['o-991005'],['Iberian Sun Solaridades SA'],"['i-883950', 'i-883951', 'i-883952', 'i-883953']","['iPad', 'iPad', 'Echo Studio', 'Kindle Paperwhite']",,
pick_i-883902,2023-10-06 13:44:41+00:00,pick item,,,['i-883902'],['MacBook Pro'],['Marco Pegoraro'],
pick_i-883613,2023-10-06 14:03:53+00:00,pick item,,,['i-883613'],['iPad Air'],['Detlef Wetzeler'],
place_o-991006,2023-10-06 15:00:40+00:00,place order,['o-991006'],['Nordica Systems GmbH'],"['i-883954', 'i-883955', 'i-883956', 'i-883957', 'i-883958', 'i-883959']","['Kindle', 'Kindle Paperwhite', 'iPhone 11 Pro', 'Kindle Paperwhite', 'Echo Plus', 'Echo Show 8']",,
deliver_p-660521,2023-10-06 15:20:00+00:00,package delivered,,,"['i-883803', 'i-883802', 'i-883746']","['Kindle Paperwhite', 'Kindle Paperwhite', 'Kindle Paperwhite']",['Eduardo Goulart Rocha'],['p-660521']
pick_i-883880,2023-10-06 15:26:40+00:00,pick item,,,['i-883880'],['iPhone X'],['Leah Tacke genannt Unterberg'],
pay_o-990905,2023-10-06 15:28:03+00:00,pay order,['o-990905'],,"['i-883589', 'i-883590']","['Echo Show 8', 'iPhone 8']",,
out_of_stock_i-883768,2023-10-06 16:04:15+00:00,item out of stock,,,['i-883768'],['Fire Stick'],['Detlef Wetzeler'],
out_of_stock_i-883767,2023-10-06 16:04:15+00:00,item out of stock,,,['i-883767'],['Echo Plus'],['Leah Tacke genannt Unterberg'],
out_of_stock_i-883761,2023-10-06 16:12:56+00:00,item out of stock,,,['i-883761'],['iPad Pro'],['Leah Tacke genannt Unterberg'],
place_o-991007,2023-10-06 16:19:26+00:00,place order,['o-991007'],['Iberian Sun Solaridades SA'],['i-883960'],['Fire Stick 4K'],,
send_p-660527,2023-10-06 16:26:38+00:00,send package,,,"['i-883836', 'i-883837', 'i-883834', 'i-883838', 'i-883835', 'i-883559']","['Kindle', 'iPad Air', 'MacBook Air', 'iPhone 11 Pro', 'Kindle Paperwhite', 'MacBook Pro']","['Majid Rafiei', 'Leah Tacke genannt Unterberg']",['p-660527']
fail_p-660520_134,2023-10-06 16:30:03+00:00,failed delivery,,,"['i-883765', 'i-883782', 'i-883784', 'i-883780', 'i-883783', 'i-883785', 'i-883812', 'i-883814', 'i-883813', 'i-883603']","['Kindle Paperwhite', 'Echo Plus', 'Echo Show 8', 'iPad Air', 'Echo Dot', 'Fire Stick', 'Echo Dot', 'Fire Stick', 'Echo Dot', 'iPhone X']",['Majid Rafiei'],['p-660520']
pick_i-883909,2023-10-06 17:45:21+00:00,pick item,,,['i-883909'],['Fire Stick 4K'],['Marco Pegoraro'],
place_o-991008,2023-10-06 17:56:57+00:00,place order,['o-991008'],['Baltic Wave Energies Ltd.'],"['i-883961', 'i-883962']","['Echo', 'Echo Plus']",,
create_p-660528,2023-10-06 19:04:45+00:00,create package,,,"['i-883645', 'i-883587', 'i-883854', 'i-883855', 'i-883853', 'i-883594']","['iPad Pro', 'iPhone X', 'iPad', 'iPhone X', 'Echo Dot', 'Echo Show 8']",['Nina Graves'],['p-660528']
pick_i-883886,2023-10-06 19:04:45+00:00,pick item,,,['i-883886'],['Kindle'],['Benedikt Knopp'],
confirm_o-990994,2023-10-06 19:08:41+00:00,confirm order,['o-990994'],['Eastern Oak Insurance Zrt.'],"['i-883907', 'i-883908', 'i-883909', 'i-883910']","['iPhone 8', 'Echo Plus', 'Fire Stick 4K', 'Kindle Paperwhite']",['Mara Nitschke'],
pay_o-990915,2023-10-06 19:49:40+00:00,pay order,['o-990915'],,"['i-883622', 'i-883623', 'i-883624', 'i-883625', 'i-883626']","['Fire Stick 4K', 'iPhone 8', 'iPhone 8', 'Echo Studio', 'Echo Studio']",,
pick_i-883898,2023-10-06 20:19:58+00:00,pick item,,,['i-883898'],['iPhone 11 Pro'],['Detlef Wetzeler'],
place_o-991009,2023-10-06 20:27:03+00:00,place order,['o-991009'],['Iberian Sun Solaridades SA'],"['i-883963', 'i-883964', 'i-883965', 'i-883966', 'i-883967', 'i-883968']","['iPad Pro', 'iPhone 11 Pro', 'Echo Dot', 'Echo Show 5', 'Echo Show 8', 'iPad mini']",,
deliver_p-660522,2023-10-06 20:34:08+00:00,package delivered,,,"['i-883615', 'i-883863', 'i-883864', 'i-883519']","['Echo Studio', 'Kindle', 'Echo Plus', 'iPad Air']",['Majid Rafiei'],['p-660522']
pick_i-883889,2023-10-06 20:54:16+00:00,pick item,,,['i-883889'],['Echo Plus'],['Marco Pegoraro'],
pick_i-883890,2023-10-06 20:54:16+00:00,pick item,,,['i-883890'],['iPad Air'],['Detlef Wetzeler'],
confirm_o-990995,2023-10-06 21:09:28+00:00,confirm order,['o-990995'],['Vesta Fashion House GmbH'],"['i-883911', 'i-883912', 'i-883913', 'i-883914', 'i-883915', 'i-883916']","['iPad Pro', 'Fire Stick 4K', 'MacBook Air', 'Kindle Paperwhite', 'Fire Stick', 'iPhone X']",['Jan Niklas Adams'],
create_p-660529,2023-10-06 21:30:21+00:00,create package,,,"['i-883832', 'i-883831']","['iPad Pro', 'Kindle']",['Nina Graves'],['p-660529']
pick_i-883924,2023-10-06 21:30:21+00:00,pick item,,,['i-883924'],['Echo Studio'],['Detlef Wetzeler'],
pick_i-883919,2023-10-06 21:30:21+00:00,pick item,,,['i-883919'],['Echo'],['Leah Tacke genannt Unterberg'],
pick_i-883923,2023-10-06 21:30:21+00:00,pick item,,,['i-883923'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
reorder_i-883772,2023-10-06 21:37:35+00:00,reorder item,,,['i-883772'],['MacBook Pro'],['Nina Graves'],
pay_o-990934,2023-10-06 22:21:45+00:00,pay order,['o-990934'],,"['i-883690', 'i-883691']","['iPad', 'Echo Dot']",,
reorder_i-883759,2023-10-06 22:30:45+00:00,reorder item,,,['i-883759'],['MacBook Air'],['Christopher Schwanen'],
pick_i-883901,2023-10-06 22:38:01+00:00,pick item,,,['i-883901'],['Kindle Paperwhite'],['Mahsa Bafrani'],
pay_o-990938,2023-10-06 22:50:18+00:00,pay order,['o-990938'],,"['i-883702', 'i-883703', 'i-883704', 'i-883705', 'i-883706', 'i-883707']","['iPhone 11', 'iPhone 8', 'iPhone 11', 'Fire Stick', 'iPad Pro', 'Echo Show 5']",,
confirm_o-990996,2023-10-06 22:53:41+00:00,confirm order,['o-990996'],['Eastern Oak Insurance Zrt.'],"['i-883917', 'i-883918', 'i-883919', 'i-883920', 'i-883921', 'i-883922', 'i-883923', 'i-883924']","['iPhone 11', 'MacBook Air', 'Echo', 'iPhone X', 'iPhone 11', 'iPad', 'Fire Stick 4K', 'Echo Studio']",['Mara Nitschke'],
place_o-991010,2023-10-06 23:43:14+00:00,place order,['o-991010'],['Pantheon Art Gallery Kft.'],"['i-883969', 'i-883970']","['Kindle Paperwhite', 'Echo Dot']",,
deliver_p-660523,2023-10-07 00:01:15+00:00,package delivered,,,"['i-883789', 'i-883791', 'i-883786', 'i-883787', 'i-883788', 'i-883850', 'i-883872', 'i-883851', 'i-883849', 'i-883790']","['Echo Show 5', 'iPhone 11', 'Fire Stick 4K', 'Echo Show 8', 'MacBook Pro', 'Echo Show 8', 'Echo Show 5', 'Fire Stick', 'iPad Pro', 'MacBook Air']",['Majid Rafiei'],['p-660523']
send_p-660528,2023-10-07 00:04:45+00:00,send package,,,"['i-883645', 'i-883587', 'i-883854', 'i-883855', 'i-883853', 'i-883594']","['iPad Pro', 'iPhone X', 'iPad', 'iPhone X', 'Echo Dot', 'Echo Show 8']","['Viki Peeva', 'Mahsa Bafrani']",['p-660528']
confirm_o-990997,2023-10-07 00:22:08+00:00,confirm order,['o-990997'],['Vesta Fashion House GmbH'],"['i-883925', 'i-883926', 'i-883927']","['Echo Show 5', 'Echo', 'Echo Studio']",['Jan Niklas Adams'],
out_of_stock_i-883833,2023-10-07 00:48:49+00:00,item out of stock,,,['i-883833'],['Kindle'],['Mahsa Bafrani'],
reorder_i-883726,2023-10-07 01:23:14+00:00,reorder item,,,['i-883726'],['iPhone X'],['Nina Graves'],
reorder_i-883689,2023-10-07 02:00:10+00:00,reorder item,,,['i-883689'],['iPad Air'],['Nina Graves'],
pay_o-990888,2023-10-07 02:01:40+00:00,pay order,['o-990888'],,"['i-883524', 'i-883525', 'i-883526']","['Echo Dot', 'Echo', 'Fire Stick 4K']",,
confirm_o-990998,2023-10-07 02:19:01+00:00,confirm order,['o-990998'],['Golden Fleece Textiles S.A.R.L.'],"['i-883928', 'i-883929']","['iPad Pro', 'iPad Pro']",['Mara Nitschke'],
send_p-660529,2023-10-07 02:30:21+00:00,send package,,,"['i-883832', 'i-883831']","['iPad Pro', 'Kindle']","['Gyunam Park', 'Mahsa Bafrani']",['p-660529']
confirm_o-990999,2023-10-07 04:12:48+00:00,confirm order,['o-990999'],['AlpenTech Innovations AG'],"['i-883930', 'i-883931', 'i-883932', 'i-883933', 'i-883934']","['Kindle', 'iPad Air', 'Echo Show 5', 'iPhone 11', 'iPhone 8']",['Wil van der Aalst'],
create_p-660530,2023-10-07 04:12:57+00:00,create package,,,"['i-883844', 'i-883839', 'i-883818', 'i-883830', 'i-883843', 'i-883842', 'i-883845', 'i-883840', 'i-883678', 'i-883841']","['iPad mini', 'Fire Stick 4K', 'Kindle', 'Fire Stick', 'iPhone X', 'Kindle Paperwhite', 'Fire Stick 4K', 'Echo Studio', 'Echo Show 8', 'Fire Stick 4K']",['Christopher Schwanen'],['p-660530']
pick_i-883631,2023-10-07 04:12:57+00:00,pick item,,,['i-883631'],['iPhone 8'],['Leah Tacke genannt Unterberg'],
reorder_i-883705,2023-10-07 04:23:38+00:00,reorder item,,,['i-883705'],['Fire Stick'],['Detlef Wetzeler'],
pick_i-883904,2023-10-07 04:40:48+00:00,pick item,,,['i-883904'],['iPhone 11'],['Marco Pegoraro'],
pick_i-883932,2023-10-07 05:02:48+00:00,pick item,,,['i-883932'],['Echo Show 5'],['Nina Graves'],
pick_i-883930,2023-10-07 05:02:48+00:00,pick item,,,['i-883930'],['Kindle'],['Detlef Wetzeler'],
confirm_o-991000,2023-10-07 06:00:22+00:00,confirm order,['o-991000'],['Carpathian Financial Services plc'],['i-883935'],['MacBook Pro'],['Jan Niklas Adams'],
pick_i-883907,2023-10-07 07:05:21+00:00,pick item,,,['i-883907'],['iPhone 8'],['Benedikt Knopp'],
confirm_o-991001,2023-10-07 08:53:35+00:00,confirm order,['o-991001'],['Nordica Systems GmbH'],"['i-883936', 'i-883937', 'i-883938', 'i-883939']","['Echo Plus', 'iPad Air', 'Echo Show 5', 'Echo Plus']",['Wil van der Aalst'],
pick_i-883914,2023-10-07 09:06:08+00:00,pick item,,,['i-883914'],['Kindle Paperwhite'],['Detlef Wetzeler'],
pick_i-883668,2023-10-07 09:08:05+00:00,pick item,,,['i-883668'],['iPad Air'],['Leah Tacke genannt Unterberg'],
send_p-660530,2023-10-07 09:12:57+00:00,send package,,,"['i-883844', 'i-883839', 'i-883818', 'i-883830', 'i-883843', 'i-883842', 'i-883845', 'i-883840', 'i-883678', 'i-883841']","['iPad mini', 'Fire Stick 4K', 'Kindle', 'Fire Stick', 'iPhone X', 'Kindle Paperwhite', 'Fire Stick 4K', 'Echo Studio', 'Echo Show 8', 'Fire Stick 4K']","['Viki Peeva', 'Marco Pegoraro']",['p-660530']
pick_i-883757,2023-10-07 09:29:40+00:00,pick item,,,['i-883757'],['iPhone 11 Pro'],['Leah Tacke genannt Unterberg'],
deliver_p-660524,2023-10-07 09:42:42+00:00,package delivered,,,"['i-883794', 'i-883821', 'i-883823', 'i-883820', 'i-883824', 'i-883866', 'i-883867', 'i-883793']","['Kindle Paperwhite', 'Echo Plus', 'Kindle', 'iPad', 'iPad', 'Echo', 'iPad', 'Echo Show 8']",['Alessandro Berti'],['p-660524']
pick_i-883937,2023-10-07 09:43:35+00:00,pick item,,,['i-883937'],['iPad Air'],['Nina Graves'],
reorder_i-883792,2023-10-07 09:44:17+00:00,reorder item,,,['i-883792'],['Kindle'],['Nina Graves'],
pick_i-883917,2023-10-07 10:50:21+00:00,pick item,,,['i-883917'],['iPhone 11'],['Marco Pegoraro'],
out_of_stock_i-883848,2023-10-07 11:00:48+00:00,item out of stock,,,['i-883848'],['Echo Show 5'],['Leah Tacke genannt Unterberg'],
out_of_stock_i-883804,2023-10-07 11:47:37+00:00,item out of stock,,,['i-883804'],['MacBook Air'],['Leah Tacke genannt Unterberg'],
reorder_i-883739,2023-10-07 11:55:50+00:00,reorder item,,,['i-883739'],['iPhone 8'],['Marco Pegoraro'],
reorder_i-883781,2023-10-07 11:55:50+00:00,reorder item,,,['i-883781'],['Echo Plus'],['Christopher Schwanen'],
pay_o-990687,2023-10-07 12:12:27+00:00,pay order,['o-990687'],,"['i-882736', 'i-882737', 'i-882738']","['iPhone 8', 'MacBook Pro', 'Echo Show 5']",,
create_p-660531,2023-10-07 12:18:48+00:00,create package,,,"['i-883881', 'i-883878', 'i-883906', 'i-883905', 'i-883880', 'i-883606']","['Echo', 'iPhone X', 'iPhone X', 'iPhone 11 Pro', 'iPhone X', 'iPhone 11']",['Benedikt Knopp'],['p-660531']
pick_i-883927,2023-10-07 12:18:48+00:00,pick item,,,['i-883927'],['Echo Studio'],['Nina Graves'],
pick_i-883926,2023-10-07 12:18:48+00:00,pick item,,,['i-883926'],['Echo'],['Christopher Schwanen'],
deliver_p-660525,2023-10-07 13:00:56+00:00,package delivered,,,"['i-883892', 'i-883799']","['iPad Pro', 'Echo Plus']",['Gyunam Park'],['p-660525']
